Position,Name + ID,Name,ID,Roster Position,Salary,Game Info,TeamAbbrev,AvgPointsPerGame
WR,Emmanuel Sanders (11535328),Emmanuel Sanders,11535328,WR/FLEX,6400,HOU@DEN 11/04/2018 04:05PM ET,DEN,19.85
QB,Aaron Rodgers (11535478),Aaron Rodgers,11535478,QB,6400,GB@NE 11/04/2018 08:20PM ET,GB,22.70
QB,Deshaun Watson (11535286),Deshaun Watson,11535286,QB,6300,HOU@DEN 11/04/2018 04:05PM ET,HOU,22.38
WR,Josh Gordon (11535524),Josh Gordon,11535524,WR/FLEX,6300,GB@NE 11/04/2018 08:20PM ET,NE,10.22
TE,Rob Gronkowski (11535538),Rob Gronkowski,11535538,TE/FLEX,6300,GB@NE 11/04/2018 08:20PM ET,NE,11.69
RB,Tarik Cohen (11534859),Tarik Cohen,11534859,RB/FLEX,6200,CHI@BUF 11/04/2018 01:00PM ET,CHI,16.89
QB,Kirk Cousins (11535186),Kirk Cousins,11535186,QB,6200,DET@MIN 11/04/2018 01:00PM ET,MIN,23.32
QB,Drew Brees (11535448),Drew Brees,11535448,QB,6100,LAR@NO 11/04/2018 04:25PM ET,NO,22.8
RB,Adrian Peterson (11535255),Adrian Peterson,11535255,RB/FLEX,6000,ATL@WAS 11/04/2018 01:00PM ET,WAS,16.69
QB,Jared Goff (11535417),Jared Goff,11535417,QB,6000,LAR@NO 11/04/2018 04:25PM ET,LAR,22.78
WR,Cooper Kupp (11535431),Cooper Kupp,11535431,WR/FLEX,6000,LAR@NO 11/04/2018 04:25PM ET,LAR,18.22
WR,Golden Tate (11535169),Golden Tate,11535169,WR/FLEX,5900,DET@MIN 11/04/2018 01:00PM ET,DET,17.7
QB,Russell Wilson (11535382),Russell Wilson,11535382,QB,5900,LAC@SEA 11/04/2018 04:05PM ET,SEA,18.42
QB,Mitchell Trubisky (11534857),Mitchell Trubisky,11534857,QB,5800,CHI@BUF 11/04/2018 01:00PM ET,CHI,25.02
WR,John Brown (11535132),John Brown,11535132,WR/FLEX,5800,PIT@BAL 11/04/2018 01:00PM ET,BAL,15
TE,Jared Cook (11534785),Jared Cook,11534785,TE/FLEX,5700,OAK@SF 11/01/2018 08:20PM ET,OAK,15.34
QB,Ben Roethlisberger (11535085),Ben Roethlisberger,11535085,QB,5700,PIT@BAL 11/04/2018 01:00PM ET,PIT,23.99
QB,Matt Ryan (11535220),Matt Ryan,11535220,QB,5700,ATL@WAS 11/04/2018 01:00PM ET,ATL,26.44
WR,Calvin Ridley (11535234),Calvin Ridley,11535234,WR/FLEX,5700,ATL@WAS 11/04/2018 01:00PM ET,ATL,15.21
TE,George Kittle (11534818),George Kittle,11534818,TE/FLEX,5600,OAK@SF 11/01/2018 08:20PM ET,SF,14.05
WR,Devin Funchess (11534934),Devin Funchess,11534934,WR/FLEX,5600,TB@CAR 11/04/2018 01:00PM ET,CAR,12.87
QB,Baker Mayfield (11534953),Baker Mayfield,11534953,QB,5600,KC@CLE 11/04/2018 01:00PM ET,CLE,16.49
QB,Matthew Stafford (11535157),Matthew Stafford,11535157,QB,5600,DET@MIN 11/04/2018 01:00PM ET,DET,19.68
RB,Kerryon Johnson (11535159),Kerryon Johnson,11535159,RB/FLEX,5600,DET@MIN 11/04/2018 01:00PM ET,DET,13.63
QB,Philip Rivers (11535349),Philip Rivers,11535349,QB,5600,LAC@SEA 11/04/2018 04:05PM ET,LAC,22.60
WR,Marquise Goodwin (11534804),Marquise Goodwin,11534804,WR/FLEX,5500,OAK@SF 11/01/2018 08:20PM ET,SF,10.93
QB,Ryan Fitzpatrick (11534893),Ryan Fitzpatrick,11534893,QB,5500,TB@CAR 11/04/2018 01:00PM ET,TB,26.8
WR,Kenny Golladay (11535171),Kenny Golladay,11535171,WR/FLEX,5500,DET@MIN 11/04/2018 01:00PM ET,DET,14.1
RB,Phillip Lindsay (11535320),Phillip Lindsay,11535320,RB/FLEX,5500,HOU@DEN 11/04/2018 04:05PM ET,DEN,13.96
QB,Derek Carr (11534761),Derek Carr,11534761,QB,5400,OAK@SF 11/01/2018 08:20PM ET,OAK,18.81
QB,Jameis Winston (11534892),Jameis Winston,11534892,QB,5400,TB@CAR 11/04/2018 01:00PM ET,TB,20.78
RB,Chris Thompson (11535253),Chris Thompson,11535253,RB/FLEX,5400,ATL@WAS 11/04/2018 01:00PM ET,WAS,13.24
