name,salary,position,team,opposing_team,median_value,upper_value,lower_value,median,upper,lower,sdPts,dropoff,sdRank,risk,offset
Mike Majette,3000.0,RB,IND,PSU,1.2666666507720947,0.9666666984558105,0.9666666984558105,3.799999952316284,2.9000000953674316,2.9000000953674316,,0.04,,,
Carmoni Green,3000.0,WR,ILL,WISC,1.2666666507720947,0.8333333333333334,0.8333333333333334,3.799999952316284,2.5,2.5,,0,,,
Nico Collins,4200.0,WR,MICH,MSU,1.2619048073178245,1.047619070325579,1.047619070325579,5.300000190734863,4.400000095367432,4.400000095367432,,0,,,
Lee Morris,3900.0,WR,OKLA,TCU,1.256410280863444,1.128205152658316,1.128205152658316,4.900000095367432,4.400000095367432,4.400000095367432,,0,,,
Antonio Gibson,3200.0,WR,MEMP,MIZZ,1.25,1.09375,1.09375,4.0,3.5,3.5,,0,,,
TreVontae Hights,3000.0,WR,TCU,OU,1.2333333492279053,1.0333333015441895,1.0333333015441895,3.700000047683716,3.0999999046325684,3.0999999046325684,,0,,,
Quan Hampton,3000.0,WR,KANSAS,TTU,1.2333333492279053,0.9333333174387614,0.9333333174387614,3.700000047683716,2.799999952316284,2.799999952316284,,0,,,
Stephen Louis,3500.0,WR,NCST,CLEM,1.2285714830671037,1.0,1.0,4.300000190734863,3.5,3.5,,0,,,
Marquez Callaway,3400.0,WR,TENN,BAMA,1.205882324891932,0.8823529411764706,0.8823529411764706,4.099999904632568,3.0,3.0,,0,,,
Emeka Emezie,4500.0,WR,NCST,CLEM,1.2000000211927626,0.9333332909478081,0.9333332909478081,5.400000095367432,4.199999809265137,4.199999809265137,,0,,,
Mykel Jones,3000.0,WR,OKLA,TCU,1.1999999682108562,1.0,1.0,3.5999999046325684,3.0,3.0,,0,,,
Derek Kief,3000.0,WR,BAMA,TENN,1.1999999682108562,1.0,1.0,3.5999999046325684,3.0,3.0,,0,,,
DeAndre Thompkins,3500.0,WR,PSU,IU,1.1999999455043249,1.028571401323591,1.028571401323591,4.199999809265137,3.5999999046325684,3.5999999046325684,,0,,,
Marcelias Sutton,3800.0,RB,OKLA,TCU,1.1842105263157896,1.1315789975618062,1.1315789975618062,4.5,4.300000190734863,4.300000190734863,,0.22,,,
Donovan Peoples-Jones,5500.0,WR,MICH,MSU,1.1818181818181819,1.0,1.0,6.5,5.5,5.5,,0,,,
Tre King,5200.0,RB,TXTECH,KU,1.1730769047370324,0.98076921242934,0.98076921242934,6.099999904632568,5.099999904632568,5.099999904632568,,0.11,,,
Kelvin Harmon,7600.0,WR,NCST,CLEM,1.1710525813855623,0.9473683959559391,0.9473683959559391,8.899999618530273,7.199999809265137,7.199999809265137,,0,,,
Emari Demercado,3000.0,RB,TCU,OU,1.1666666666666667,1.0666666825612385,1.0666666825612385,3.5,3.200000047683716,3.200000047683716,,0.1,,,
Elijah Moore,4200.0,WR,MISS,AUB,1.1428571882702054,0.9047618934086391,0.9047618934086391,4.800000190734863,3.799999952316284,3.799999952316284,,0,,,
Chris James,3000.0,RB,WISC,IL,1.1333333651224773,1.0666666825612385,1.0666666825612385,3.4000000953674316,3.200000047683716,3.200000047683716,,0.11,,,
Journey Brown,3000.0,RB,PSU,IU,1.1333333651224773,1.0666666825612385,1.0666666825612385,3.4000000953674316,3.200000047683716,3.200000047683716,,0.22,,,
A.D. Miller,3000.0,WR,OKLA,TCU,1.1333333651224773,0.9000000158945719,0.9000000158945719,3.4000000953674316,2.700000047683716,2.700000047683716,,0,,,
Drake Stoops,3000.0,WR,OKLA,TCU,1.1333333651224773,0.9000000158945719,0.9000000158945719,3.4000000953674316,2.700000047683716,2.700000047683716,,0,,,
Amari Rodgers,4500.0,WR,CLEM,NCST,1.1111111111111112,0.8222222328186035,0.8222222328186035,5.0,3.700000047683716,3.700000047683716,,0,,,
Grant Perry,3800.0,WR,MICH,MSU,1.1052631077013517,0.842105275706241,0.842105275706241,4.199999809265137,3.200000047683716,3.200000047683716,,0,,,
Myles Tease,3000.0,WR,OKLA,TCU,1.099999984105428,0.9333333174387614,0.9333333174387614,3.299999952316284,2.799999952316284,2.799999952316284,,0,,,
Nick Basquine,3000.0,WR,OKLA,TCU,1.0666666825612385,0.8666666348775228,0.8666666348775228,3.200000047683716,2.5999999046325684,2.5999999046325684,,0,,,
Johnathan Thomas,3100.0,RB,PSU,IU,1.0645161136504142,0.9999999692363123,0.9999999692363123,3.299999952316284,3.0999999046325684,3.0999999046325684,,0.19,,,
Brandon Sowards,3300.0,WR,MICHST,MICH,1.0606060606060606,0.8484848340352377,0.8484848340352377,3.5,2.799999952316284,2.799999952316284,,0,,,
